Time (ms),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Temp (°C),Pressure (hPa)
8330,-4.86,4.20,-8.79,19.65,1026.93
8449,-4.71,6.00,-8.59,19.65,1026.94
8568,-3.02,3.61,-7.61,19.66,1026.94
8685,-5.06,4.90,-8.39,19.66,1026.95
8804,-5.10,2.24,-6.79,19.67,1026.95
8923,-3.18,4.86,-7.96,19.68,1026.94
9042,-3.73,5.61,-9.30,19.68,1026.93
9160,-0.98,3.84,-10.63,19.68,1026.93
9279,-2.98,4.59,-9.10,19.69,1026.93
9398,-3.41,8.90,-11.81,19.69,1026.92
9518,-3.69,5.18,-10.36,19.69,1026.92
9638,-4.94,3.41,-11.02,19.69,1026.92
9757,-4.12,2.67,-10.12,19.70,1026.92
9876,-3.30,1.37,-9.02,19.70,1026.92
9995,-4.39,1.61,-9.85,19.70,1026.92
10154,-4.67,2.28,-9.49,19.71,1026.92
10274,-2.47,5.84,-9.06,19.71,1026.93
10393,-8.79,6.71,-10.67,19.71,1026.93
10513,-6.04,0.67,-11.41,19.71,1026.93
10634,-2.90,0.35,-10.79,19.72,1026.93
10755,-4.43,0.67,-10.28,19.72,1026.92
10876,-4.59,-2.59,-9.73,19.72,1026.92
10997,-4.20,-3.14,-7.57,19.72,1026.91
11116,-2.79,-4.90,-9.85,19.72,1026.92
11237,-5.30,-3.22,-8.98,19.72,1026.91
11358,-4.35,-3.18,-10.59,19.73,1026.91
11480,-5.14,-1.69,-9.89,19.73,1026.90
11601,-4.47,1.53,-10.71,19.73,1026.90
11722,-5.41,0.51,-9.65,19.73,1026.89
11840,-5.61,-0.04,-9.30,19.73,1026.89
11961,-5.73,-0.55,-9.89,19.73,1026.89
12082,-5.92,0.43,-9.69,19.73,1026.88
12202,-5.57,0.82,-9.45,19.74,1026.88
12322,-6.08,-1.26,-10.32,19.74,1026.88
12442,-5.73,-1.10,-8.63,19.74,1026.88
12563,-4.43,-1.41,-10.24,19.74,1026.88
12685,-5.49,-0.71,-9.22,19.74,1026.88
12806,-4.24,-1.29,-10.36,19.74,1026.88
12928,-1.37,7.88,-4.12,19.74,1026.88
13047,-4.28,0.55,-9.81,19.74,1026.88
13166,-4.51,0.98,-11.02,19.74,1026.87
13287,-5.61,-0.04,-10.98,19.74,1026.88
13409,-4.67,0.35,-10.55,19.75,1026.88
13530,-5.73,-1.69,-10.55,19.75,1026.88
13652,-4.35,-3.06,-8.90,19.75,1026.88
13772,-5.84,-3.41,-9.22,19.75,1026.88
13892,-9.73,-3.84,-6.75,19.75,1026.88
14013,-7.61,-2.31,-7.41,19.75,1026.88
14134,-8.12,1.49,-8.47,19.75,1026.88
14254,-10.43,-2.82,-9.85,19.75,1026.89
14375,-6.47,-4.20,-10.94,19.75,1026.89
14497,-5.14,-5.53,-7.22,19.76,1026.89
14617,-4.94,-4.24,-9.18,19.76,1026.89
14738,-5.14,-4.79,-8.67,19.76,1026.90
14859,-5.53,-4.63,-8.90,19.76,1026.91
14979,-9.77,-3.33,-8.28,19.76,1026.91
15100,-5.57,-3.69,-8.08,19.76,1026.91
15221,-5.37,-5.30,-8.83,19.76,1026.91
15341,-5.88,-5.26,-7.30,19.76,1026.91
15462,-5.06,-6.47,-6.47,19.76,1026.92
15583,-5.96,-3.96,-6.79,19.77,1026.92
15703,-5.02,-3.88,-8.51,19.77,1026.92
15824,-3.30,-5.49,-4.67,19.77,1026.92
15945,-7.45,0.55,-6.39,19.77,1026.92
16064,-4.86,1.33,-9.41,19.77,1026.92
16184,-6.75,0.63,-9.53,19.77,1026.91
16303,-7.49,-0.51,-8.16,19.77,1026.91
16424,-8.83,1.41,-8.36,19.77,1026.91
16544,-7.41,-0.94,-10.00,19.77,1026.91
16665,-5.84,-0.16,-8.79,19.77,1026.90
16786,-6.83,0.24,-8.79,19.78,1026.90
16905,-6.94,-1.37,-9.81,19.78,1026.89
17026,-4.82,-0.78,-8.71,19.78,1026.88
17147,-5.96,-0.71,-9.96,19.78,1026.88
17268,-6.86,-1.37,-8.63,19.78,1026.87
17388,-6.59,-1.57,-8.90,19.78,1026.87
17508,-7.06,-0.71,-9.65,19.78,1026.87
17629,-6.71,-0.98,-8.39,19.78,1026.87
17750,-7.53,-2.98,-7.88,19.78,1026.87
17871,-5.57,-5.77,-6.83,19.78,1026.87
17992,-7.61,-4.35,-8.43,19.79,1026.87
18112,-7.49,-4.55,-7.45,19.79,1026.87
18232,-7.41,-3.88,-6.35,19.79,1026.88
18353,-7.61,-7.96,-8.12,19.79,1026.88
18474,-8.28,-4.59,-7.81,19.79,1026.88
18595,-7.49,-4.20,-8.00,19.79,1026.87
18715,-6.16,-4.43,-7.88,19.79,1026.88
18835,-5.06,-2.67,-6.83,19.79,1026.88
18956,-5.33,-2.86,-7.34,19.79,1026.88
19077,-5.37,-4.55,-9.10,19.79,1026.88
19198,-4.79,-4.82,-9.06,19.79,1026.88
19319,-5.33,-3.37,-9.65,19.79,1026.88
19438,-4.71,-2.98,-7.65,19.80,1026.88
19559,-4.94,-2.82,-8.04,19.80,1026.88
19680,-4.98,-3.22,-10.20,19.80,1026.88
19802,-5.02,-3.06,-9.69,19.80,1026.89
19923,-5.18,-3.61,-8.71,19.80,1026.89
20044,-4.35,-3.96,-7.69,19.80,1026.88
20163,-5.06,-3.65,-8.36,19.80,1026.88
20284,-5.92,-3.73,-8.55,19.80,1026.88
20405,-5.45,-3.80,-7.81,19.80,1026.88
20526,-6.20,-3.33,-8.43,19.80,1026.88
20647,-6.83,-4.04,-8.71,19.80,1026.88
20767,-8.16,-2.16,-9.85,19.80,1026.88
20887,-8.51,-2.16,-8.67,19.80,1026.88
21008,-8.00,-3.69,-6.67,19.80,1026.88
21129,-8.51,-1.14,-6.04,19.80,1026.88
21250,-9.22,-2.00,-4.35,19.80,1026.88
21370,-9.49,-0.82,-5.10,19.80,1026.88
21491,-11.34,-2.28,-4.71,19.80,1026.88
21612,-8.16,1.29,-1.80,19.80,1026.87
21732,-9.30,-2.51,-5.14,19.80,1026.87
21853,-8.83,-0.67,-6.79,19.80,1026.87
21974,-8.90,-2.12,-6.00,19.80,1026.87
22094,-7.57,-2.71,-6.16,19.80,1026.87
22215,-7.73,-2.82,-6.16,19.81,1026.87
22335,-7.53,-4.12,-5.22,19.81,1026.87
22456,-7.22,-4.98,-7.06,19.81,1026.87
22577,-6.28,-4.75,-6.47,19.81,1026.87
22697,-8.08,-3.57,-6.47,19.81,1026.87
22818,-8.32,-2.86,-6.12,19.81,1026.87
22938,-7.18,-3.80,-6.90,19.81,1026.87
23059,-7.73,-2.28,-8.32,19.81,1026.87
23180,-6.71,-3.88,-7.34,19.81,1026.88
23300,-6.08,-3.73,-8.90,19.81,1026.87
23421,-5.77,-4.12,-9.18,19.81,1026.87
23542,-5.06,-4.55,-7.92,19.81,1026.87
23662,-7.10,-5.02,-9.92,19.81,1026.87
23783,-5.73,-5.22,-7.34,19.81,1026.87
23904,-6.47,-5.77,-7.18,19.81,1026.87
24024,-7.30,-5.02,-10.00,19.81,1026.87
24146,-6.79,-4.75,-7.65,19.81,1026.87
24267,-6.35,-4.31,-7.81,19.81,1026.87
24387,-5.02,-5.06,-7.26,19.81,1026.88
24508,-5.84,-7.18,-7.06,19.81,1026.88
24628,-4.94,-6.90,-7.41,19.81,1026.87
24749,-5.18,-6.35,-6.75,19.81,1026.86
24870,-4.59,-8.90,-5.57,19.82,1026.87
24991,-4.90,-6.43,-6.79,19.82,1026.87
25111,-6.63,-6.75,-7.26,19.82,1026.87
25231,-5.14,-6.28,-6.90,19.83,1026.87
25352,-4.94,-6.51,-7.53,19.83,1026.87
25473,-5.73,-7.14,-7.45,19.83,1026.86
25594,-5.14,-6.75,-7.10,19.83,1026.86
25715,-5.33,-6.63,-7.22,19.83,1026.87
25835,-1.29,-15.42,-7.10,19.83,1026.86
25956,-6.16,-3.84,-7.26,19.83,1026.86
26077,-3.45,-5.49,-8.39,19.83,1026.86
26198,-2.98,-2.79,-7.65,19.82,1026.86
26319,-4.35,-6.94,-8.12,19.82,1026.86
26440,-4.59,-5.73,-9.41,19.83,1026.87
26559,-2.67,-7.57,-10.90,19.82,1026.87
26681,-2.82,-7.26,-8.94,19.83,1026.87
26802,-3.57,-5.88,-9.77,19.82,1026.86
26923,-2.16,-5.69,-8.83,19.83,1026.86
27044,-1.80,-5.37,-7.73,19.83,1026.86
27165,-2.00,-5.41,-7.65,19.83,1026.86
27284,-2.55,-6.12,-7.22,19.83,1026.86
27405,-1.26,-6.47,-10.12,19.83,1026.86
27527,-1.77,-6.43,-8.75,19.83,1026.86
27648,-2.20,-6.90,-8.47,19.83,1026.86
27769,-2.28,-7.49,-9.41,19.83,1026.86
27888,-2.63,-8.79,-9.85,19.83,1026.86
28009,-2.12,-7.45,-8.71,19.83,1026.86
28130,-2.31,-6.75,-8.51,19.83,1026.86
28251,-1.96,-6.71,-8.51,19.83,1026.87
28372,-1.69,-6.51,-8.39,19.83,1026.87
28492,-2.20,-6.32,-6.83,19.83,1026.87
28612,-2.43,-6.32,-8.04,19.84,1026.87
28733,0.24,-6.39,-7.02,19.84,1026.86
28853,2.16,-7.92,-7.10,19.84,1026.86
28973,2.04,-7.22,-7.26,19.84,1026.86
29093,2.35,-6.55,-9.22,19.84,1026.86
Time (ms),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Temp (°C),Pressure (hPa)
5,0.67,-5.37,-9.65,19.42,1026.83
104,0.43,-5.41,-9.45,19.56,1026.93
205,0.35,-5.53,-9.61,19.57,1026.93
316,0.90,-4.98,-9.30,19.60,1026.91
434,0.67,-4.94,-9.81,19.63,1026.90
552,0.39,-5.33,-10.20,19.65,1026.89
670,0.82,-5.69,-9.14,19.69,1026.88
787,0.75,-5.65,-10.36,19.71,1026.88
906,1.29,-4.82,-9.57,19.73,1026.87
1024,1.14,-4.98,-9.18,19.75,1026.86
1143,0.90,-5.06,-9.34,19.76,1026.87
1260,0.82,-5.18,-9.38,19.78,1026.86
1379,-0.55,-5.65,-10.98,19.79,1026.87
1500,1.22,-4.20,-7.69,19.80,1026.87
1619,1.02,-5.73,-10.16,19.81,1026.87
1738,0.55,-5.18,-9.92,19.82,1026.87
1856,1.57,-4.71,-9.53,19.83,1026.86
1975,1.06,-5.18,-9.34,19.83,1026.86
2094,1.14,-4.86,-9.69,19.84,1026.86
2213,0.90,-5.06,-9.45,19.84,1026.86
2330,0.59,-4.43,-9.85,19.85,1026.86
2449,1.06,-5.69,-9.65,19.86,1026.86
2568,0.78,-5.14,-9.81,19.86,1026.86
2687,1.45,-5.65,-10.63,19.86,1026.86
2807,0.78,-5.30,-10.00,19.87,1026.86
2925,1.22,-4.00,-6.94,19.87,1026.86
3044,0.78,-5.18,-9.85,19.87,1026.87
3163,1.49,-4.94,-10.00,19.87,1026.87
3283,1.18,-5.69,-10.43,19.88,1026.87
3402,1.02,-4.75,-9.65,19.88,1026.86
3520,2.51,-4.28,-9.22,19.88,1026.86
3639,1.41,-4.82,-10.32,19.88,1026.86
3759,1.18,-5.81,-10.24,19.88,1026.86
3879,1.02,-5.18,-8.98,19.89,1026.85
3997,0.82,-5.61,-10.67,19.89,1026.85
4116,1.22,-4.59,-8.08,19.89,1026.85
4235,1.14,-5.30,-8.90,19.89,1026.85
4354,1.10,-5.84,-8.83,19.89,1026.85
4473,0.63,-5.41,-9.14,19.90,1026.85
4590,0.27,-6.55,-10.28,19.90,1026.85
4710,1.49,-4.35,-8.39,19.90,1026.85
4829,2.00,-5.81,-7.69,19.90,1026.85
4948,2.31,-4.43,-8.63,19.90,1026.85
5066,2.75,-5.96,-11.41,19.91,1026.85
5185,1.29,-4.98,-8.32,19.91,1026.85
5304,1.33,-5.45,-10.12,19.91,1026.86
5424,1.77,-5.88,-9.02,19.91,1026.85
5543,1.61,-5.84,-9.45,19.91,1026.85
5661,-0.31,-4.90,-6.08,19.91,1026.85
5780,2.20,-5.65,-8.59,19.92,1026.86
5899,1.49,-5.81,-9.49,19.92,1026.86
6018,1.41,-6.04,-9.34,19.92,1026.86
6137,1.53,-6.08,-9.41,19.92,1026.86
6254,1.37,-6.20,-8.90,19.92,1026.86
6373,1.41,-6.98,-9.41,19.92,1026.86
6492,1.96,-6.79,-7.85,19.92,1026.86
6611,2.12,-5.81,-9.34,19.92,1026.86
6729,0.94,-5.88,-8.39,19.93,1026.86
6847,1.37,-6.12,-8.20,19.93,1026.86
6966,0.82,-4.00,-10.59,19.93,1026.86
7086,0.27,-7.14,-10.00,19.93,1026.86
7206,-0.39,-6.00,-9.92,19.93,1026.86
7325,0.78,-7.06,-9.49,19.93,1026.86
7443,0.24,-3.61,-8.24,19.93,1026.85
7562,-1.33,-5.69,-9.10,19.94,1026.85
7682,-0.20,-6.71,-9.49,19.94,1026.86
7802,-0.16,-7.10,-8.16,19.94,1026.85
7920,0.00,-7.53,-8.59,19.94,1026.85
8039,-0.94,-7.14,-8.75,19.94,1026.86
8159,-0.78,-5.73,-8.24,19.94,1026.86
8279,-0.75,-5.81,-9.65,19.94,1026.86
8399,0.59,-6.16,-7.26,19.95,1026.86
8516,-0.59,-5.73,-9.69,19.95,1026.86
8636,0.16,-6.67,-8.59,19.95,1026.86
8755,0.98,-5.41,-7.88,19.95,1026.86
8874,0.31,-5.88,-9.10,19.95,1026.86
8993,0.67,-5.57,-9.14,19.95,1026.86
9110,0.47,-5.96,-9.06,19.96,1026.85
9229,0.16,-6.28,-9.14,19.96,1026.85
9348,-0.04,-5.10,-8.28,19.96,1026.85
9468,1.37,-5.81,-8.51,19.96,1026.85
9585,0.75,-5.02,-9.06,19.96,1026.85
9704,0.39,-5.53,-9.45,19.96,1026.85
9823,0.20,-6.00,-9.61,19.96,1026.85
9942,0.08,-4.59,-9.18,19.96,1026.85
10061,1.14,-5.37,-9.45,19.96,1026.85
10179,0.86,-4.90,-9.69,19.97,1026.85
10343,1.06,-4.71,-8.94,19.97,1026.84
10463,0.67,-5.30,-10.40,19.97,1026.85
10584,-0.04,-4.98,-9.69,19.97,1026.84
10705,0.27,-5.06,-10.04,19.97,1026.84
10825,0.63,-5.14,-10.04,19.97,1026.84
10946,0.27,-4.47,-9.49,19.97,1026.84
11065,0.55,-4.55,-9.77,19.97,1026.84
11185,0.35,-4.71,-10.16,19.97,1026.84
11306,0.00,-4.75,-9.77,19.97,1026.84
11426,-0.35,-4.94,-10.28,19.98,1026.84
11547,0.12,-4.59,-9.81,19.98,1026.84
11666,0.04,-4.47,-9.81,19.98,1026.84
11786,-0.08,-4.51,-10.16,19.98,1026.84
11908,0.24,-4.16,-9.45,19.98,1026.84
12028,-0.24,-4.71,-9.92,19.98,1026.84
12148,-0.31,-4.75,-10.08,19.98,1026.84
12269,-0.39,-4.90,-10.20,19.99,1026.84
12391,-0.63,-4.55,-9.96,19.99,1026.84
12512,-0.75,-4.47,-10.00,19.99,1026.84
12634,-0.86,-4.47,-9.92,19.99,1026.83
12755,-0.78,-4.16,-10.00,19.99,1026.83
12877,-0.82,-4.55,-9.89,19.99,1026.83
12996,-0.75,-4.59,-10.04,19.99,1026.83
13118,-0.47,-4.59,-9.85,19.99,1026.83
13239,-0.82,-4.35,-9.92,20.00,1026.83
13360,-0.98,-4.35,-10.20,20.00,1026.83
13482,-0.90,-3.96,-9.85,20.00,1026.83
13602,-0.43,-4.51,-9.92,20.00,1026.82
13722,-0.67,-4.35,-10.04,20.00,1026.83
13844,-0.55,-4.47,-10.16,20.01,1026.83
13966,-0.63,-4.31,-10.08,20.01,1026.83
14088,-0.82,-4.20,-10.12,20.01,1026.83
14210,-0.86,-4.24,-10.08,20.01,1026.83
14331,-0.71,-4.31,-10.08,20.01,1026.83
14452,-0.71,-4.31,-10.12,20.01,1026.84
14574,-0.86,-4.24,-10.12,20.02,1026.84
14696,-0.75,-4.43,-10.16,20.02,1026.84
14818,-0.63,-5.73,-12.28,20.02,1026.84
14940,-1.10,-3.84,-9.96,20.02,1026.85
15060,0.63,-4.04,-9.30,20.02,1026.84
15180,0.94,-4.08,-10.43,20.02,1026.84
15300,0.59,-3.80,-10.12,20.03,1026.84
15421,0.51,-4.20,-10.51,20.03,1026.85
15542,0.51,-4.28,-10.63,20.03,1026.85
15662,0.55,-4.04,-10.16,20.03,1026.85
15783,1.18,-4.12,-9.96,20.03,1026.85
15902,1.37,-4.00,-9.96,20.03,1026.85
16022,1.65,-3.96,-10.00,20.03,1026.85
16143,1.88,-3.88,-10.16,20.04,1026.86
16263,2.24,-3.80,-9.81,20.04,1026.86
16383,2.16,-3.80,-9.85,20.04,1026.87
16503,2.08,-3.61,-10.04,20.04,1026.86
16623,2.28,-3.84,-9.96,20.04,1026.87
16743,2.12,-3.65,-10.40,20.04,1026.86
16863,2.20,-3.45,-10.04,20.05,1026.86
16984,2.16,-3.53,-10.08,20.05,1026.86
17105,1.92,-3.37,-10.00,20.05,1026.86
17225,1.73,-3.37,-10.00,20.05,1026.86
17346,1.77,-3.77,-10.20,20.05,1026.86
17467,1.45,-3.73,-10.40,20.05,1026.86
17587,1.45,-3.61,-10.16,20.06,1026.86
17708,1.18,-3.49,-10.67,20.06,1026.86
17829,1.29,-3.37,-10.20,20.06,1026.86
17949,1.41,-3.41,-10.24,20.06,1026.86
18070,1.45,-3.45,-10.32,20.06,1026.86
18190,1.49,-3.41,-10.24,20.06,1026.86
18311,1.57,-3.41,-10.20,20.06,1026.86
18432,1.41,-3.49,-10.40,20.07,1026.87
18553,1.41,-3.33,-10.16,20.07,1026.86
18673,1.26,-3.49,-10.36,20.07,1026.85
18793,1.29,-3.49,-10.28,20.07,1026.86
18914,1.29,-3.57,-10.47,20.07,1026.86
19035,1.26,-3.45,-10.24,20.07,1026.86
19156,1.26,-3.73,-10.32,20.08,1026.86
19277,1.10,-3.33,-10.24,20.08,1026.85
19397,1.18,-3.45,-10.32,20.08,1026.86
19517,1.22,-3.41,-10.20,20.08,1026.85
19638,1.29,-2.43,-9.69,20.08,1026.85
19758,1.02,-3.96,-10.75,20.08,1026.86
19879,0.98,-3.18,-10.08,20.08,1026.86
19999,-0.35,-4.79,-12.43,20.08,1026.86
20120,0.27,-3.41,-10.12,20.08,1026.86
20241,0.20,-3.53,-10.20,20.09,1026.86
20362,0.47,-2.86,-9.57,20.09,1026.86
20482,0.78,-3.53,-10.24,20.09,1026.87
20603,0.94,-3.96,-9.96,20.09,1026.86
20721,0.47,-2.35,-10.24,20.09,1026.86
20842,1.26,-3.22,-9.14,20.09,1026.86
20962,1.22,-3.80,-9.10,20.09,1026.86
21082,1.57,-4.75,-10.40,20.10,1026.86
21203,0.82,-3.22,-9.69,20.10,1026.86
21321,1.45,-3.73,-8.94,20.10,1026.86
21441,1.10,-4.35,-10.40,20.10,1026.87
21562,1.61,-3.96,-10.00,20.10,1026.87
21683,1.14,-4.35,-10.63,20.10,1026.87
21804,1.41,-5.26,-10.20,20.10,1026.87
21924,1.84,-3.73,-9.22,20.11,1026.87
22043,1.45,-3.84,-9.38,20.11,1026.87
22163,1.49,-4.39,-9.96,20.11,1026.87
22283,1.41,-4.08,-9.92,20.11,1026.87
22403,1.26,-4.47,-10.08,20.11,1026.87
22523,1.29,-4.24,-10.00,20.11,1026.87
22643,1.06,-4.39,-10.24,20.11,1026.87
22764,1.14,-4.43,-10.12,20.12,1026.87
22885,1.06,-4.16,-10.08,20.12,1026.87
23006,1.06,-4.20,-10.00,20.12,1026.87
23127,1.06,-4.16,-10.04,20.12,1026.87
23247,0.86,-4.08,-9.92,20.12,1026.87
23366,0.98,-4.08,-10.08,20.13,1026.87
23487,1.10,-4.35,-10.16,20.13,1026.88
23608,0.94,-4.28,-10.08,20.13,1026.87
23729,1.10,-4.28,-9.96,20.13,1026.88
23848,1.10,-4.16,-10.16,20.13,1026.88
23969,1.22,-4.28,-9.89,20.13,1026.87
24088,0.98,-4.28,-10.40,20.14,1026.88
24209,0.86,-4.28,-10.00,20.14,1026.88
24330,0.27,-3.53,-9.92,20.14,1026.88
24449,1.10,-4.00,-10.43,20.14,1026.89
24570,1.22,-4.16,-10.51,20.14,1026.88
24690,1.18,-3.80,-9.81,20.15,1026.88
24810,1.26,-3.22,-8.55,20.15,1026.88
24930,1.33,-4.24,-10.71,20.15,1026.88
25098,1.37,-4.16,-10.00,20.15,1026.88
25219,1.77,-4.24,-9.06,20.15,1026.88
25339,-0.31,-3.18,-10.20,20.15,1026.88
25460,0.47,-4.31,-10.28,20.16,1026.88
25581,0.39,-4.04,-10.24,20.16,1026.87
25701,-0.39,-3.84,-9.41,20.16,1026.87
25822,0.67,-6.75,-9.61,20.16,1026.88
25942,2.39,-4.51,-9.85,20.16,1026.88
26062,1.80,-5.73,-10.43,20.16,1026.87
26182,1.33,-5.33,-9.92,20.16,1026.87
26301,0.39,-5.73,-10.00,20.17,1026.87
26422,0.39,-5.06,-9.53,20.17,1026.87
26542,1.45,-5.37,-10.63,20.17,1026.87
26663,0.39,-4.75,-9.61,20.17,1026.87
26782,0.82,-5.06,-9.14,20.17,1026.86
26901,0.27,-5.22,-9.26,20.17,1026.87
27021,0.67,-5.06,-9.96,20.17,1026.86
27141,0.71,-5.41,-9.65,20.18,1026.86
27261,1.02,-4.31,-8.87,20.18,1026.87
27380,1.02,-4.90,-9.92,20.18,1026.86
27499,0.08,-4.63,-10.63,20.18,1026.86
27620,0.86,-4.94,-10.67,20.18,1026.87
27741,1.65,-4.67,-9.41,20.18,1026.87
27861,1.53,-3.73,-9.22,20.18,1026.87
27981,1.22,-4.86,-9.61,20.18,1026.86
28099,1.22,-5.02,-10.12,20.19,1026.86
28220,1.53,-4.28,-10.24,20.19,1026.86
28341,1.37,-4.24,-9.77,20.19,1026.86
28461,1.49,-4.67,-9.96,20.19,1026.87
28581,1.29,-4.51,-10.20,20.19,1026.87
28700,1.61,-4.71,-9.61,20.19,1026.87
28820,1.49,-4.35,-9.69,20.19,1026.87
28940,1.53,-4.82,-9.96,20.20,1026.86
29060,1.41,-4.39,-9.69,20.20,1026.86
29180,1.45,-4.51,-9.65,20.20,1026.87
29298,1.57,-4.63,-10.00,20.20,1026.86
29419,1.49,-4.55,-9.73,20.20,1026.87
29539,1.45,-4.63,-9.89,20.20,1026.86
29659,1.29,-4.43,-9.89,20.20,1026.87
29779,1.61,-4.67,-9.85,20.20,1026.86
29897,1.33,-4.24,-9.45,20.20,1026.86
30017,1.57,-4.55,-10.04,20.21,1026.86
30138,1.45,-4.35,-10.04,20.21,1026.86
30259,1.57,-4.24,-9.69,20.21,1026.86
30379,1.53,-4.35,-10.12,20.21,1026.86
30499,1.69,-3.88,-10.32,20.21,1026.86
30619,1.73,-4.12,-10.04,20.21,1026.86
30740,1.80,-4.24,-10.08,20.21,1026.86
30861,1.77,-4.04,-10.55,20.22,1026.87
30982,1.41,-4.20,-9.92,20.22,1026.87
31102,1.88,-4.00,-10.04,20.22,1026.87
31222,2.20,-3.92,-9.69,20.22,1026.87
31341,1.96,-4.16,-10.08,20.22,1026.88
31462,1.57,-3.84,-9.49,20.22,1026.88
31582,1.49,-3.88,-10.36,20.22,1026.88
31703,2.04,-4.28,-10.08,20.22,1026.88
31823,1.84,-3.77,-10.12,20.23,1026.88
31943,1.96,-4.00,-10.12,20.23,1026.88
32064,1.77,-3.80,-9.81,20.23,1026.88
32184,1.96,-4.31,-10.08,20.23,1026.88
32305,1.96,-3.77,-10.08,20.23,1026.88
32425,1.92,-3.77,-10.00,20.23,1026.88
32546,1.61,-3.96,-9.89,20.23,1026.88
32665,1.92,-3.77,-9.81,20.23,1026.87
32785,2.16,-3.96,-9.89,20.24,1026.87
32905,1.77,-3.80,-10.16,20.24,1026.87
33025,1.57,-3.84,-10.04,20.24,1026.86
33146,2.00,-4.24,-10.40,20.24,1026.86
33266,1.77,-3.49,-9.69,20.24,1026.87
33386,2.00,-4.63,-9.92,20.24,1026.86
33506,1.69,-3.53,-10.40,20.24,1026.86
33626,1.88,-4.12,-10.40,20.24,1026.86
33747,1.53,-3.45,-10.12,20.25,1026.87
33868,1.49,-3.80,-10.20,20.25,1026.87
33988,2.04,-4.04,-9.73,20.25,1026.86
34108,2.04,-3.57,-10.28,20.25,1026.86
34228,1.45,-3.77,-10.24,20.25,1026.86
34349,1.61,-4.16,-9.81,20.25,1026.87
34469,1.80,-4.20,-10.67,20.25,1026.87
34589,1.73,-4.12,-9.81,20.25,1026.87
34709,2.08,-3.88,-9.61,20.25,1026.87
34829,1.29,-4.28,-10.63,20.26,1026.87
34949,2.08,-3.84,-9.26,20.26,1026.87
35069,1.69,-4.86,-9.77,20.26,1026.87
35188,1.84,-4.00,-8.83,20.26,1026.87
35308,1.96,-4.24,-10.00,20.26,1026.87
35429,2.75,-4.24,-9.61,20.26,1026.87
35548,2.63,-4.35,-10.63,20.26,1026.87
35669,1.84,-3.96,-10.08,20.26,1026.87
35790,2.12,-3.57,-9.81,20.26,1026.87
35909,2.47,-3.84,-9.49,20.26,1026.87
36029,1.61,-3.45,-9.89,20.27,1026.87
36148,1.57,-3.45,-10.32,20.27,1026.87
36269,1.37,-3.65,-10.87,20.27,1026.87
36390,1.53,-3.77,-10.16,20.27,1026.87
36510,1.26,-3.57,-10.20,20.27,1026.87
36631,1.49,-3.92,-10.08,20.27,1026.87
36751,1.29,-3.69,-10.16,20.27,1026.87
36872,1.53,-3.77,-10.24,20.27,1026.87
36993,1.33,-3.88,-10.36,20.27,1026.87
37114,1.26,-3.65,-9.89,20.28,1026.87
37233,1.53,-4.20,-10.32,20.28,1026.87
37353,1.22,-3.49,-10.16,20.28,1026.87
37474,1.41,-4.08,-10.20,20.28,1026.86
37595,1.29,-3.65,-10.12,20.28,1026.86
37716,1.57,-3.96,-10.12,20.29,1026.87
37837,1.45,-4.08,-10.20,20.29,1026.87
37957,1.45,-3.77,-10.20,20.29,1026.87
38077,1.61,-4.00,-10.36,20.29,1026.87
38198,1.37,-3.92,-10.00,20.29,1026.87
38319,1.45,-3.73,-10.16,20.29,1026.87
38440,1.65,-3.80,-10.20,20.29,1026.87
38561,1.37,-3.73,-10.16,20.30,1026.86
38680,1.29,-3.88,-10.08,20.30,1026.86
38801,1.41,-3.84,-10.16,20.30,1026.87
38922,1.33,-3.80,-10.08,20.30,1026.87
39043,0.94,-4.39,-10.08,20.30,1026.86
39164,0.98,-3.77,-10.04,20.30,1026.86
39283,1.10,-3.53,-10.04,20.30,1026.86
39404,1.18,-3.49,-9.96,20.30,1026.86
39524,1.10,-2.98,-10.28,20.30,1026.86
39645,1.06,-3.57,-10.59,20.31,1026.86
39766,0.86,-3.37,-11.26,20.31,1026.86
39887,0.47,-3.57,-10.16,20.31,1026.86
40006,0.75,-2.86,-10.75,20.31,1026.86
40127,0.67,-3.33,-11.10,20.31,1026.85
40248,0.04,-2.86,-10.20,20.31,1026.85
40369,0.82,-2.51,-10.59,20.31,1026.85
40490,-0.04,-3.53,-10.16,20.31,1026.85
40611,0.16,-3.49,-10.12,20.32,1026.85
40731,0.43,-3.69,-11.45,20.32,1026.86
40852,0.31,-3.96,-10.32,20.32,1026.86
40973,1.10,-4.12,-10.28,20.32,1026.86
41094,0.39,-2.94,-11.02,20.32,1026.87
41214,-0.47,-2.82,-12.00,20.33,1026.87
41336,-0.59,-2.82,-11.45,20.33,1026.87
41457,0.24,-2.51,-11.26,20.33,1026.87
41578,-0.20,-2.04,-11.02,20.33,1026.87
41700,1.02,-1.49,-9.92,20.33,1026.87
41820,0.78,-5.26,-11.14,20.33,1026.87
41940,-0.20,-1.29,-10.32,20.33,1026.87
42062,0.08,-1.53,-10.20,20.33,1026.87
42182,-0.04,-2.04,-10.40,20.33,1026.87
42304,0.16,-1.96,-10.08,20.33,1026.87
42425,0.12,-2.43,-10.20,20.33,1026.87
